id,reason_text,cognitive_function,signal_strength,function_group
1951,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1952,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1953,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1954,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1955,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1956,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1957,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1958,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1959,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1960,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1961,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1962,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1963,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1964,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1965,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1966,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1967,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1968,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1969,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1970,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1971,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1972,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1973,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1974,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1975,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1976,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1977,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1978,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1979,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1980,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1981,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1982,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1983,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1984,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1985,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1986,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1987,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1988,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1989,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1990,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1991,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1992,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1993,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1994,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1995,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1996,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1997,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1998,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1999,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
2000,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
2001,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Karena itu, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,high,Perceiving
2002,"Aku lebih percaya pada hal yang sudah terbukti efektif. Karena itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,medium,Perceiving
2003,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2004,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Dalam banyak situasi, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,low,Perceiving
2005,"Aku lebih percaya pada hal yang sudah terbukti efektif. Karena itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2006,"Aku lebih percaya pada hal yang sudah terbukti efektif. Dalam banyak situasi, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,medium,Perceiving
2007,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Sering kali, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2008,"Aku lebih percaya pada hal yang sudah terbukti efektif. Di sisi lain, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,medium,Perceiving
2009,"Aku lebih percaya pada hal yang sudah terbukti efektif. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2010,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Sering kali, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,high,Perceiving
2011,"Aku lebih percaya pada hal yang sudah terbukti efektif. Sering kali, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,medium,Perceiving
2012,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Karena itu, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,high,Perceiving
2013,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Karena itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,low,Perceiving
2014,"Aku lebih percaya pada hal yang sudah terbukti efektif. Karena itu, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,high,Perceiving
2015,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Di sisi lain, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,low,Perceiving
2016,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2017,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Dalam banyak situasi, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2018,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Karena itu, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,medium,Perceiving
2019,"Aku lebih percaya pada hal yang sudah terbukti efektif. Di sisi lain, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,low,Perceiving
2020,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Di sisi lain, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,high,Perceiving
2021,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Di sisi lain, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,low,Perceiving
2022,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Dalam banyak situasi, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,high,Perceiving
2023,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Karena itu, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,medium,Perceiving
2024,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,medium,Perceiving
2025,"Aku lebih percaya pada hal yang sudah terbukti efektif. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,low,Perceiving
2026,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,low,Perceiving
2027,"Aku lebih percaya pada hal yang sudah terbukti efektif. Dalam banyak situasi, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,high,Perceiving
2028,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Sering kali, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,low,Perceiving
2029,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Di sisi lain, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2030,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Sering kali, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,medium,Perceiving
2031,"Aku lebih percaya pada hal yang sudah terbukti efektif. Sering kali, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,low,Perceiving
2032,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Karena itu, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,low,Perceiving
2033,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,medium,Perceiving
2034,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Selain itu, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,low,Perceiving
2035,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Di sisi lain, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,high,Perceiving
2036,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Di sisi lain, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,high,Perceiving
2037,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Di sisi lain, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,low,Perceiving
2038,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Karena itu, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,medium,Perceiving
2039,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2040,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Karena itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2041,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Dalam banyak situasi, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,medium,Perceiving
2042,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2043,"Aku lebih percaya pada hal yang sudah terbukti efektif. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,low,Perceiving
2044,"Aku lebih percaya pada hal yang sudah terbukti efektif. Dalam banyak situasi, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,medium,Perceiving
2045,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Karena itu, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,medium,Perceiving
2046,"Aku lebih percaya pada hal yang sudah terbukti efektif. Sering kali, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,medium,Perceiving
2047,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Selain itu, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,high,Perceiving
2048,"Aku lebih percaya pada hal yang sudah terbukti efektif. Karena itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2049,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Selain itu, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,medium,Perceiving
2050,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Dalam banyak situasi, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,medium,Perceiving
2051,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Karena itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,medium,Perceiving
2052,"Aku merasa nyaman dengan rutinitas dan pengalaman yang familiar. Selain itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,medium,Perceiving
2053,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Dalam banyak situasi, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,medium,Perceiving
2054,"Detail kecil dari pengalaman masa lalu sering kuingat dengan jelas. Selain itu, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,high,Perceiving
2055,"Aku lebih percaya pada hal yang sudah terbukti efektif. Di sisi lain, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,high,Perceiving
2056,"Aku lebih percaya pada hal yang sudah terbukti efektif. Selain itu, aku lebih percaya pada hal yang sudah terbukti efektif.",Si,high,Perceiving
2057,"Aku lebih percaya pada hal yang sudah terbukti efektif. Dalam banyak situasi, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,low,Perceiving
2058,"Aku lebih percaya pada hal yang sudah terbukti efektif. Karena itu, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,medium,Perceiving
2059,"Aku lebih percaya pada hal yang sudah terbukti efektif. Karena itu, aku merasa nyaman dengan rutinitas dan pengalaman yang familiar.",Si,low,Perceiving
2060,"Aku lebih percaya pada hal yang sudah terbukti efektif. Di sisi lain, detail kecil dari pengalaman masa lalu sering kuingat dengan jelas.",Si,medium,Perceiving
